Time,"symbol",last_ask,last_bid,avg_spread
2026-08-05 23:19:00.000000000,"GC\Z26",4326.4,4326,0.4083727530747313
2026-08-05 23:18:00.000000000,"GC\V26",4293.4,4292.9,0.47903384817615563
2026-08-05 23:18:00.000000000,"GC\Z26",4325.1,4324.7,0.3810863874345527
2026-08-05 23:17:00.000000000,"GC\V26",4295.8,4295.3,0.5054353296426912
2026-08-05 23:17:00.000000000,"GC\Z26",4327.6,4327.2,0.407110438729196
2026-08-05 23:16:00.000000000,"GC\V26",4298.2,4297.6,0.5157288435976771
2026-08-05 23:16:00.000000000,"GC\Z26",4330,4329.5,0.4185004436557192
2026-08-05 23:15:00.000000000,"GC\V26",4301.3,4301,0.5310836501900932
2026-08-05 23:15:00.000000000,"GC\U26",4286.4,4285.8,0.5975581395348717
2026-08-05 23:15:00.000000000,"GC\Z26",4333.1,4332.8,0.43568773234202707
2026-08-05 23:14:00.000000000,"GC\V26",4302.7,4302.3,0.5260162601625966
2026-08-05 23:14:00.000000000,"GC\Z26",4334.5,4334.2,0.42879005260641034
2026-08-05 23:13:00.000000000,"GC\V26",4305.5,4305,0.5455775234130973
2026-08-05 23:13:00.000000000,"GC\Z26",4337.3,4336.9,0.4462421711899981
2026-08-05 23:12:00.000000000,"GC\V26",4306.9,4306.4,0.5529624277456459
2026-08-05 23:12:00.000000000,"GC\Z26",4338.7,4338.3,0.45499635302697644
2026-08-05 23:11:00.000000000,"GC\V26",4307.3,4306.7,0.5116129032258323
2026-08-05 23:11:00.000000000,"GC\U26",4292.4,4291.6,0.6955617198335973
2026-08-05 23:11:00.000000000,"GC\Z26",4339.1,4338.6,0.4266343825666197
2026-08-05 23:10:00.000000000,"GC\V26",4306.6,4306.1,0.5305882352940994
2026-08-05 23:10:00.000000000,"GC\Z26",4338.4,4338,0.4337515683814518
2026-08-05 23:09:00.000000000,"GC\Z26",4338.1,4337.6,0.4373015873015998
2026-08-05 23:08:00.000000000,"GC\V26",4306.3,4305.7,0.5331360946745523
2026-08-05 23:08:00.000000000,"GC\U26",4291.4,4290.6,0.676146788990819
2026-08-05 23:08:00.000000000,"GC\Z26",4338.1,4337.6,0.4360504201680868
2026-08-05 23:07:00.000000000,"GC\V26",4306.2,4305.6,0.4987822349570215
2026-08-05 23:07:00.000000000,"GC\Z26",4338,4337.5,0.4036801132342756
